,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
5283,0142001430,Year of Wonders,Geraldine Brooks,2002,Penguin Books,http://images.amazon.com/images/P/0142001430.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142001430.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142001430.01.LZZZZZZZ.jpg
5308,0553800914,The Search,Iris Johansen,2000,Bantam Books,http://images.amazon.com/images/P/0553800914.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553800914.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553800914.01.LZZZZZZZ.jpg
5309,080410526X,All I Really Need to Know,ROBERT FULGHUM,1989,Ivy Books,http://images.amazon.com/images/P/080410526X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080410526X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080410526X.01.LZZZZZZZ.jpg
5350,0440235596,Tara Road,Maeve Binchy,2000,Dell Publishing Company,http://images.amazon.com/images/P/0440235596.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440235596.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440235596.01.LZZZZZZZ.jpg
5424,0552998486,Chocolat,Joanne Harris,2000,Black Swan,http://images.amazon.com/images/P/0552998486.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0552998486.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0552998486.01.LZZZZZZZ.jpg
5431,0439139597,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2000,Scholastic,http://images.amazon.com/images/P/0439139597.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439139597.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439139597.01.LZZZZZZZ.jpg
5450,0440180295,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,Kurt Vonnegut,1991,Laurel,http://images.amazon.com/images/P/0440180295.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440180295.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440180295.01.LZZZZZZZ.jpg
5466,0449003795,P Is for Peril,Sue Grafton,2002,Ballantine Books,http://images.amazon.com/images/P/0449003795.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449003795.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449003795.01.LZZZZZZZ.jpg
5475,1551668998,Beach House,Mary Alice Monroe,2002,Mira,http://images.amazon.com/images/P/1551668998.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551668998.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551668998.01.LZZZZZZZ.jpg
5486,044651862X,The Celestine Prophecy (Celestine Prophecy),James Redfield,1994,Warner Books,http://images.amazon.com/images/P/044651862X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044651862X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044651862X.01.LZZZZZZZ.jpg
5506,043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic,http://images.amazon.com/images/P/043935806X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/043935806X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/043935806X.01.LZZZZZZZ.jpg
5549,042513525X,Hideaway,Dean R. Koontz,1992,Berkley Publishing Group,http://images.amazon.com/images/P/042513525X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042513525X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042513525X.01.LZZZZZZZ.jpg
5554,0451156609,The Tommyknockers,Stephen King,1994,Signet Book,http://images.amazon.com/images/P/0451156609.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451156609.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451156609.01.LZZZZZZZ.jpg
5579,1400031354,Tears of the Giraffe (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor,http://images.amazon.com/images/P/1400031354.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400031354.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400031354.01.LZZZZZZZ.jpg
5607,0446608955,A Walk to Remember,Nicholas Sparks,2000,Warner Books,http://images.amazon.com/images/P/0446608955.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446608955.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446608955.01.LZZZZZZZ.jpg
5625,0449218473,Journey,James A. Michener,1994,Fawcett Books,http://images.amazon.com/images/P/0449218473.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449218473.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449218473.01.LZZZZZZZ.jpg
5649,0440414806,Holes (Yearling Newbery),LOUIS SACHAR,2000,Yearling,http://images.amazon.com/images/P/0440414806.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440414806.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440414806.01.LZZZZZZZ.jpg
5662,0440241073,The Summons,John Grisham,2002,Dell Publishing Company,http://images.amazon.com/images/P/0440241073.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440241073.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440241073.01.LZZZZZZZ.jpg
5745,0446606324,The Winner,David Baldacci,1998,Warner Vision,http://images.amazon.com/images/P/0446606324.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446606324.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446606324.01.LZZZZZZZ.jpg
5759,0446670251,The Virgin Suicides,Jeffrey Eugenides,1994,Warner Books,http://images.amazon.com/images/P/0446670251.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446670251.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446670251.01.LZZZZZZZ.jpg
5786,0425154092,From Potter's Field,Patricia Daniels Cornwell,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425154092.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425154092.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425154092.01.LZZZZZZZ.jpg
5800,0671014196,The Summerhouse,Jude Deveraux,2002,Pocket,http://images.amazon.com/images/P/0671014196.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671014196.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671014196.01.LZZZZZZZ.jpg
5802,0871136791,Cold Mountain,Charles Frazier,1997,Atlantic Monthly Press,http://images.amazon.com/images/P/0871136791.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0871136791.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0871136791.01.LZZZZZZZ.jpg
5832,0525945938,Scarlet Feather,Maeve Binchy,2001,Dutton Books,http://images.amazon.com/images/P/0525945938.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525945938.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525945938.01.LZZZZZZZ.jpg
5835,0385475721,The Blind Assassin,Margaret Atwood,2000,Nan A. Talese,http://images.amazon.com/images/P/0385475721.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385475721.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385475721.01.LZZZZZZZ.jpg
5848,0515137111,Birthright,Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515137111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515137111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515137111.01.LZZZZZZZ.jpg
5865,0553271636,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1988,Bantam,http://images.amazon.com/images/P/0553271636.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553271636.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553271636.01.LZZZZZZZ.jpg
5869,0679751521,Midnight in the Garden of Good and Evil,John Berendt,1999,Vintage Books USA,http://images.amazon.com/images/P/0679751521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679751521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679751521.01.LZZZZZZZ.jpg
5873,0312966091,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312966091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312966091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312966091.01.LZZZZZZZ.jpg
5887,0671001795,Two for the Dough,Janet Evanovich,1996,Pocket,http://images.amazon.com/images/P/0671001795.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671001795.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671001795.01.LZZZZZZZ.jpg
5891,0425161285,Turtle Moon,Alice Hoffman,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425161285.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425161285.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425161285.01.LZZZZZZZ.jpg
5898,0553274295,Where the Red Fern Grows,Wilson Rawls,1984,Random House Children's Books,http://images.amazon.com/images/P/0553274295.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553274295.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553274295.01.LZZZZZZZ.jpg
5938,0525945210,A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer,1999,Dutton Books,http://images.amazon.com/images/P/0525945210.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525945210.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525945210.01.LZZZZZZZ.jpg
5947,0679439382,The Little Friend,Donna Tartt,2002,Alfred A. Knopf,http://images.amazon.com/images/P/0679439382.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679439382.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679439382.01.LZZZZZZZ.jpg
5956,0804108749,Saint Maybe,ANNE TYLER,1992,Ivy Books,http://images.amazon.com/images/P/0804108749.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804108749.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804108749.01.LZZZZZZZ.jpg
5957,0425121631,Rules of Prey,John Sandford,1992,Berkley Publishing Group,http://images.amazon.com/images/P/0425121631.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425121631.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425121631.01.LZZZZZZZ.jpg
5968,0553579983,And Then You Die,Iris Johansen,1998,Bantam,http://images.amazon.com/images/P/0553579983.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553579983.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553579983.01.LZZZZZZZ.jpg
5983,0446611808,Envy,Sandra Brown,2002,Warner Books,http://images.amazon.com/images/P/0446611808.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611808.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611808.01.LZZZZZZZ.jpg
5989,0425178579,Betrayal in Death,Nora Roberts,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425178579.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425178579.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425178579.01.LZZZZZZZ.jpg
6065,0451210840,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,2003,New American Library,http://images.amazon.com/images/P/0451210840.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451210840.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451210840.01.LZZZZZZZ.jpg
6096,0451167317,The Dark Half,Stephen King,1994,Signet Book,http://images.amazon.com/images/P/0451167317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451167317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451167317.01.LZZZZZZZ.jpg
6196,0312983271,Full House (Janet Evanovich's Full Series),Janet Evanovich,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312983271.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312983271.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312983271.01.LZZZZZZZ.jpg
6226,0553284789,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1990,Bantam,http://images.amazon.com/images/P/0553284789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553284789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553284789.01.LZZZZZZZ.jpg
6227,0553279556,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1989,Bantam,http://images.amazon.com/images/P/0553279556.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553279556.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553279556.01.LZZZZZZZ.jpg
6235,0451191013,The Regulators,Stephen King,2002,Signet Book,http://images.amazon.com/images/P/0451191013.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451191013.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451191013.01.LZZZZZZZ.jpg
6262,0446605409,Plum Island,Nelson DeMille,1998,Warner Books,http://images.amazon.com/images/P/0446605409.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605409.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605409.01.LZZZZZZZ.jpg
6346,0345366239,The Eight,Katherine Neville,1995,Ballantine Books,http://images.amazon.com/images/P/0345366239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345366239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345366239.01.LZZZZZZZ.jpg
6379,0451163524,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,1997,Signet Book,http://images.amazon.com/images/P/0451163524.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451163524.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451163524.01.LZZZZZZZ.jpg
6380,0451194861,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,1998,Signet Book,http://images.amazon.com/images/P/0451194861.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451194861.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451194861.01.LZZZZZZZ.jpg
6382,0452280621,Beloved,Toni Morrison,1998,Plume Books,http://images.amazon.com/images/P/0452280621.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452280621.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452280621.01.LZZZZZZZ.jpg
6387,0671026011,The Empty Chair,Jeffery Deaver,2001,Pocket,http://images.amazon.com/images/P/0671026011.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671026011.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671026011.01.LZZZZZZZ.jpg
6401,0609804138,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,1999,Three Rivers Press,http://images.amazon.com/images/P/0609804138.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609804138.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609804138.01.LZZZZZZZ.jpg
6402,0345439104,Drowning Ruth (Oprah's Book Club),CHRISTINA SCHWARZ,2001,Ballantine Books,http://images.amazon.com/images/P/0345439104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345439104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345439104.01.LZZZZZZZ.jpg
6423,0425180638,The Last Precinct,Patricia Cornwell,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425180638.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425180638.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425180638.01.LZZZZZZZ.jpg
6432,0312924801,September,Rosamunde Pilcher,1991,St. Martin's Press,http://images.amazon.com/images/P/0312924801.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312924801.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312924801.01.LZZZZZZZ.jpg
6500,0679735909,Possession : A Romance,A.S. BYATT,1991,Vintage,http://images.amazon.com/images/P/0679735909.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679735909.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679735909.01.LZZZZZZZ.jpg
6537,0449221490,L Is for Lawless,Sue Grafton,1996,Fawcett Books,http://images.amazon.com/images/P/0449221490.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221490.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221490.01.LZZZZZZZ.jpg
6616,0679433023,Violin,Anne Rice,1997,Alfred A. Knopf,http://images.amazon.com/images/P/0679433023.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679433023.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679433023.01.LZZZZZZZ.jpg
6628,0060921145,Animal Dreams,Barbara Kingsolver,1991,Perennial,http://images.amazon.com/images/P/0060921145.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060921145.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060921145.01.LZZZZZZZ.jpg
6682,0440224853,The Ghost,Danielle Steel,1998,Dell Publishing Company,http://images.amazon.com/images/P/0440224853.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224853.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224853.01.LZZZZZZZ.jpg
6683,0345404114,Sleepers,Lorenzo Carcaterra,1996,Ballantine Books,http://images.amazon.com/images/P/0345404114.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345404114.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345404114.01.LZZZZZZZ.jpg
6697,0002261529,Temptation,Dermot Bolger,2000,Harpercollins,http://images.amazon.com/images/P/0002261529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0002261529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0002261529.01.LZZZZZZZ.jpg
6740,0345427637,The Angel of Darkness,Caleb Carr,1998,Ballantine Books,http://images.amazon.com/images/P/0345427637.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345427637.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345427637.01.LZZZZZZZ.jpg
6758,0860074382,84 Charing Cross Road,Helene Hanff,0,Warner Books> C/o Little Br,http://images.amazon.com/images/P/0860074382.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0860074382.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0860074382.01.LZZZZZZZ.jpg
6763,0671042572,Jewel (Oprah's Book Club),Bret Lott,1999,Pocket,http://images.amazon.com/images/P/0671042572.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671042572.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671042572.01.LZZZZZZZ.jpg
6782,0451209907,Quentins,Maeve Binchy,2003,Signet Book,http://images.amazon.com/images/P/0451209907.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451209907.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451209907.01.LZZZZZZZ.jpg
6784,0449221512,I Is for Innocent,Sue Grafton,1994,Fawcett Books,http://images.amazon.com/images/P/0449221512.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221512.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221512.01.LZZZZZZZ.jpg
6789,0385318073,Evening Class,Maeve Binchy,1997,Dell,http://images.amazon.com/images/P/0385318073.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385318073.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385318073.01.LZZZZZZZ.jpg
6791,1400031362,Morality for Beautiful Girls (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor,http://images.amazon.com/images/P/1400031362.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400031362.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400031362.01.LZZZZZZZ.jpg
6804,0449223612,N Is for Noose,Sue Grafton,1999,Fawcett Books,http://images.amazon.com/images/P/0449223612.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449223612.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449223612.01.LZZZZZZZ.jpg
6842,0440998050,A Wrinkle in Time,Madeleine L'Engle,1976,Laure Leaf,http://images.amazon.com/images/P/0440998050.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440998050.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440998050.01.LZZZZZZZ.jpg
6867,0679745203,The English Patient,Michael Ondaatje,1996,Vintage Books USA,http://images.amazon.com/images/P/0679745203.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679745203.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679745203.01.LZZZZZZZ.jpg
6872,0345449347,The Fourth Hand,John Irving,2002,Ballantine Books,http://images.amazon.com/images/P/0345449347.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345449347.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345449347.01.LZZZZZZZ.jpg
6924,039913543X,Shadow Prey,John Sandford,1990,Putnam Pub Group,http://images.amazon.com/images/P/039913543X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039913543X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039913543X.01.LZZZZZZZ.jpg
6929,0399137734,Dragon Tears,Dean R. Koontz,1993,Putnam Pub Group,http://images.amazon.com/images/P/0399137734.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399137734.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399137734.01.LZZZZZZZ.jpg
6984,0671670689,Dawn (Cutler),V.C. Andrews,1990,Pocket,http://images.amazon.com/images/P/0671670689.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671670689.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671670689.01.LZZZZZZZ.jpg
6986,0446605581,Fat Tuesday,Sandra Brown,1998,Warner Vision,http://images.amazon.com/images/P/0446605581.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605581.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605581.01.LZZZZZZZ.jpg
7011,0553096834,Couplehood,Paul Reiser,1994,Bantam Dell Pub Group,http://images.amazon.com/images/P/0553096834.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553096834.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553096834.01.LZZZZZZZ.jpg
7017,0553574663,The Grilling Season,Diane Mott Davidson,1998,Bantam Books,http://images.amazon.com/images/P/0553574663.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553574663.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553574663.01.LZZZZZZZ.jpg
